Provider,InscClaimAmtReimbursed_x,DeductibleAmtPaid_x,ClaimDuration_x,InpatientClaimCount,InscClaimAmtReimbursed_y,DeductibleAmtPaid_y,ClaimDuration_y,OutpatientClaimCount,Fraud
PRV52336,0.0,0.0,0.0,0.0,16640.0,250.0,1.6071428571428572,56.0,0
PRV52337,0.0,0.0,0.0,0.0,115200.0,1240.0,0.8117408906882592,494.0,1
PRV52340,2075400.0,238164.0,5.419642857142857,224.0,304720.0,2780.0,1.556338028169014,994.0,1
PRV52341,0.0,0.0,0.0,0.0,24770.0,170.0,1.3837209302325582,86.0,0
PRV52342,597000.0,53400.0,6.607843137254902,51.0,41190.0,60.0,1.7448979591836735,98.0,0
PRV52343,404200.0,44856.0,5.214285714285714,42.0,48260.0,570.0,1.4736842105263157,133.0,1
PRV52344,249000.0,24564.0,3.5652173913043477,23.0,13410.0,460.0,0.0,55.0,0
PRV52346,201000.0,18156.0,5.052631578947368,19.0,9060.0,130.0,1.1714285714285715,35.0,0
PRV52347,626400.0,53400.0,5.08,50.0,46480.0,1200.0,1.4,225.0,1
PRV52348,85000.0,9612.0,7.333333333333333,9.0,8940.0,250.0,2.1777777777777776,45.0,0
PRV52349,0.0,0.0,0.0,0.0,13940.0,140.0,1.7826086956521738,69.0,0
PRV52350,30000.0,7476.0,3.7142857142857144,7.0,6270.0,100.0,1.4090909090909092,22.0,0
PRV52351,0.0,0.0,0.0,0.0,63500.0,840.0,1.2015209125475286,263.0,0
PRV52352,0.0,0.0,0.0,0.0,7610.0,50.0,2.090909090909091,22.0,0
PRV52353,140000.0,6408.0,7.333333333333333,6.0,6530.0,30.0,1.2307692307692308,26.0,0
PRV52354,0.0,0.0,0.0,0.0,13140.0,130.0,1.075,40.0,0
PRV52355,0.0,0.0,0.0,0.0,15740.0,300.0,1.175,40.0,0
PRV52356,0.0,0.0,0.0,0.0,18940.0,300.0,2.027027027027027,74.0,0
PRV52357,69000.0,8544.0,5.625,8.0,17900.0,120.0,1.603448275862069,58.0,0
PRV52358,0.0,0.0,0.0,0.0,4290.0,100.0,4.636363636363637,11.0,0
PRV52359,413000.0,44856.0,4.976190476190476,42.0,6980.0,100.0,1.5263157894736843,38.0,0
PRV52361,0.0,0.0,0.0,0.0,31470.0,750.0,0.6636363636363637,110.0,0
PRV52362,90300.0,9612.0,6.222222222222222,9.0,23140.0,230.0,1.2784810126582278,79.0,0
PRV52365,0.0,0.0,0.0,0.0,116840.0,1090.0,1.5089285714285714,448.0,0
PRV52366,226300.0,26700.0,4.36,25.0,29530.0,380.0,1.7950819672131149,122.0,0
PRV52367,59000.0,4272.0,6.75,4.0,71470.0,450.0,1.3072916666666667,192.0,0
PRV52369,0.0,0.0,0.0,0.0,98820.0,1040.0,1.5945945945945945,333.0,0
PRV52371,0.0,0.0,0.0,0.0,10450.0,310.0,1.619047619047619,42.0,0
PRV52372,268000.0,28836.0,6.0,27.0,17640.0,130.0,1.0972222222222223,72.0,0
PRV52373,38000.0,3204.0,3.6666666666666665,3.0,4720.0,0.0,1.6153846153846154,13.0,0
PRV52374,0.0,0.0,0.0,0.0,54720.0,770.0,1.8087431693989071,183.0,0
PRV52377,0.0,0.0,0.0,0.0,10360.0,0.0,0.42857142857142855,28.0,0
PRV52378,11000.0,3204.0,11.0,3.0,710.0,0.0,0.0,5.0,0
PRV52380,0.0,0.0,0.0,0.0,150.0,0.0,10.0,2.0,0
PRV52381,0.0,0.0,0.0,0.0,19560.0,0.0,1.037037037037037,54.0,0
PRV52383,0.0,0.0,0.0,0.0,10920.0,160.0,1.2307692307692308,52.0,1
PRV52384,0.0,0.0,0.0,0.0,6180.0,220.0,0.0,24.0,0
PRV52385,0.0,0.0,0.0,0.0,3230.0,60.0,0.5294117647058824,17.0,0
PRV52386,0.0,0.0,0.0,0.0,37700.0,620.0,1.6114649681528663,157.0,0
PRV52387,106000.0,13884.0,4.769230769230769,13.0,14960.0,60.0,2.1538461538461537,39.0,0
PRV52389,0.0,0.0,0.0,0.0,26160.0,340.0,1.8454545454545455,110.0,0
PRV52390,0.0,0.0,0.0,0.0,5340.0,130.0,2.033333333333333,30.0,0
PRV52391,0.0,0.0,0.0,0.0,8760.0,200.0,3.411764705882353,17.0,0
PRV52392,50000.0,5340.0,6.6,5.0,29620.0,220.0,1.25,96.0,0
PRV52393,178000.0,16020.0,8.875,16.0,14300.0,140.0,1.0188679245283019,53.0,0
PRV52394,16000.0,3204.0,7.0,3.0,23980.0,480.0,2.2278481012658227,79.0,0
PRV52395,0.0,0.0,0.0,0.0,139540.0,1770.0,1.3405017921146953,558.0,0
PRV52396,148000.0,18156.0,6.0,17.0,2110.0,0.0,0.3333333333333333,12.0,1
PRV52397,0.0,0.0,0.0,0.0,220.0,0.0,5.0,4.0,0
PRV52398,188000.0,11748.0,5.416666666666667,12.0,6030.0,20.0,1.3333333333333333,21.0,0
PRV52399,0.0,0.0,0.0,0.0,82890.0,880.0,0.7301038062283737,289.0,0
PRV52400,0.0,0.0,0.0,0.0,41230.0,110.0,1.4895104895104896,143.0,0
PRV52401,51000.0,4272.0,4.25,4.0,20350.0,380.0,1.0784313725490196,102.0,0
PRV52402,535000.0,59808.0,5.456140350877193,57.0,24720.0,240.0,0.945054945054945,91.0,0
PRV52403,13000.0,2136.0,4.0,2.0,33930.0,430.0,1.4870129870129871,154.0,0
PRV52404,59000.0,7476.0,7.428571428571429,7.0,1180.0,80.0,1.4615384615384615,13.0,0
PRV52405,169000.0,23496.0,4.0,22.0,5840.0,10.0,2.7058823529411766,34.0,0
PRV52406,0.0,0.0,0.0,0.0,11750.0,80.0,1.4285714285714286,42.0,0
PRV52407,0.0,0.0,0.0,0.0,14780.0,210.0,0.6571428571428571,35.0,0
PRV52408,0.0,0.0,0.0,0.0,2480.0,80.0,0.6111111111111112,18.0,0
PRV52409,0.0,0.0,0.0,0.0,1930.0,40.0,0.0,14.0,0
PRV52410,0.0,0.0,0.0,0.0,11520.0,0.0,0.0,26.0,0
PRV52411,0.0,0.0,0.0,0.0,23340.0,220.0,2.152542372881356,59.0,0
PRV52412,0.0,0.0,0.0,0.0,16650.0,70.0,1.7,40.0,0
PRV52414,0.0,0.0,0.0,0.0,32170.0,500.0,1.9390243902439024,82.0,0
PRV52415,0.0,0.0,0.0,0.0,5210.0,390.0,1.2222222222222223,36.0,0
PRV52416,0.0,0.0,0.0,0.0,4820.0,140.0,0.0,19.0,0
PRV52417,0.0,0.0,0.0,0.0,4160.0,120.0,2.2777777777777777,18.0,0
PRV52418,0.0,0.0,0.0,0.0,3230.0,50.0,1.5714285714285714,21.0,0
PRV52419,68000.0,4272.0,8.8,5.0,30760.0,110.0,2.1666666666666665,78.0,0
PRV52420,0.0,0.0,0.0,0.0,32910.0,0.0,1.4074074074074074,81.0,1
PRV52421,0.0,0.0,0.0,0.0,21600.0,0.0,2.0,42.0,0
PRV52422,0.0,0.0,0.0,0.0,13740.0,250.0,2.9285714285714284,42.0,0
PRV52423,0.0,0.0,0.0,0.0,5260.0,100.0,1.3142857142857143,35.0,0
PRV52425,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,12.0,0
PRV52427,30000.0,3204.0,3.0,3.0,4400.0,0.0,0.0,8.0,0
PRV52431,0.0,0.0,0.0,0.0,14490.0,100.0,2.5142857142857142,35.0,0
PRV52432,0.0,0.0,0.0,0.0,9900.0,210.0,1.4736842105263157,38.0,0
PRV52433,0.0,0.0,0.0,0.0,12850.0,110.0,0.7142857142857143,49.0,0
PRV52434,0.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,0
PRV52435,0.0,0.0,0.0,0.0,7990.0,300.0,0.7857142857142857,42.0,0
PRV52436,0.0,0.0,0.0,0.0,6000.0,60.0,1.4285714285714286,21.0,0
PRV52437,0.0,0.0,0.0,0.0,7120.0,40.0,0.25,24.0,0
PRV52439,0.0,0.0,0.0,0.0,21830.0,220.0,0.5813953488372093,86.0,0
PRV52440,0.0,0.0,0.0,0.0,3410.0,200.0,0.125,8.0,0
PRV52441,0.0,0.0,0.0,0.0,10040.0,260.0,1.1538461538461537,52.0,0
PRV52443,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0
PRV52445,102000.0,5340.0,8.2,5.0,0.0,0.0,0.0,0.0,1
PRV52446,129000.0,10680.0,7.3,10.0,0.0,0.0,0.0,0.0,0
PRV52448,0.0,0.0,0.0,0.0,170.0,0.0,0.0,2.0,0
PRV52449,126000.0,6408.0,6.666666666666667,6.0,0.0,0.0,0.0,0.0,0
PRV52450,0.0,0.0,0.0,0.0,53510.0,370.0,1.3897435897435897,195.0,0
PRV52451,0.0,0.0,0.0,0.0,8990.0,20.0,2.0,11.0,0
PRV52452,20000.0,2136.0,5.5,2.0,35810.0,800.0,1.264516129032258,155.0,0
PRV52453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV52454,0.0,0.0,0.0,0.0,950.0,90.0,0.3333333333333333,6.0,0
PRV52455,0.0,0.0,0.0,0.0,13380.0,20.0,0.8775510204081632,49.0,0
PRV52456,0.0,0.0,0.0,0.0,1130.0,0.0,2.2,5.0,0
PRV52457,117000.0,8544.0,4.444444444444445,9.0,0.0,0.0,0.0,0.0,0
PRV52458,27000.0,1068.0,5.0,1.0,0.0,0.0,0.0,0.0,0
PRV52459,505900.0,52332.0,5.28,50.0,0.0,0.0,0.0,0.0,0
PRV52460,90000.0,13884.0,5.3076923076923075,13.0,0.0,0.0,0.0,0.0,0
PRV52461,48000.0,7476.0,3.5714285714285716,7.0,0.0,0.0,0.0,0.0,0
PRV52462,16000.0,1068.0,4.5,2.0,0.0,0.0,0.0,0.0,0
PRV52463,5000.0,1068.0,4.0,1.0,0.0,0.0,0.0,0.0,0
PRV52464,12000.0,2136.0,8.5,2.0,0.0,0.0,0.0,0.0,0
PRV52466,139000.0,13884.0,8.538461538461538,13.0,0.0,0.0,0.0,0.0,0
PRV52467,169000.0,8544.0,6.875,8.0,12290.0,300.0,1.0649350649350648,77.0,1
PRV52468,29000.0,3204.0,7.0,3.0,3270.0,0.0,0.15384615384615385,13.0,0
PRV52469,54000.0,6408.0,3.6666666666666665,6.0,29860.0,0.0,1.3539823008849559,113.0,0
PRV52470,0.0,0.0,0.0,0.0,270.0,0.0,0.0,3.0,0
PRV52471,0.0,0.0,0.0,0.0,1560.0,100.0,0.0,6.0,0
PRV52472,187000.0,18156.0,4.611111111111111,18.0,13400.0,100.0,3.0606060606060606,33.0,0
PRV52473,0.0,0.0,0.0,0.0,3800.0,0.0,6.666666666666667,3.0,0
PRV52474,224000.0,22428.0,6.636363636363637,22.0,3280.0,60.0,1.75,8.0,0
PRV52476,84000.0,6408.0,7.666666666666667,6.0,2730.0,100.0,0.07142857142857142,14.0,0
PRV52478,21000.0,5340.0,8.8,5.0,7080.0,140.0,0.7,30.0,0
PRV52480,40000.0,5340.0,3.6,5.0,1280.0,0.0,0.9230769230769231,13.0,0
PRV52482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV52483,0.0,0.0,0.0,0.0,34000.0,220.0,0.8135593220338984,118.0,0
PRV52484,0.0,0.0,0.0,0.0,490.0,220.0,0.0,8.0,0
PRV52485,0.0,0.0,0.0,0.0,880.0,0.0,0.0,3.0,0
PRV52486,0.0,0.0,0.0,0.0,17020.0,10.0,1.0975609756097562,41.0,0
PRV52487,0.0,0.0,0.0,0.0,36890.0,740.0,1.1680672268907564,119.0,0
PRV52488,0.0,0.0,0.0,0.0,29550.0,640.0,0.8688524590163934,122.0,0
PRV52490,0.0,0.0,0.0,0.0,2460.0,0.0,1.6666666666666667,12.0,0
PRV52491,0.0,0.0,0.0,0.0,11320.0,100.0,1.1388888888888888,36.0,0
PRV52492,0.0,0.0,0.0,0.0,5460.0,20.0,1.2173913043478262,23.0,0
PRV52493,0.0,0.0,0.0,0.0,1240.0,0.0,0.0,8.0,0
PRV52494,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0
PRV52495,97000.0,12816.0,4.416666666666667,12.0,1400.0,0.0,0.0,2.0,0
PRV52497,55000.0,4272.0,9.0,4.0,2460.0,0.0,0.6153846153846154,13.0,1
PRV52499,115000.0,7476.0,4.375,8.0,25500.0,250.0,2.0714285714285716,98.0,0
PRV52500,55000.0,7476.0,4.285714285714286,7.0,26950.0,120.0,0.8953488372093024,86.0,0
PRV52501,0.0,0.0,0.0,0.0,4540.0,100.0,1.5333333333333334,15.0,0
PRV52502,232070.0,26700.0,6.615384615384615,26.0,22910.0,20.0,1.21875,64.0,1
PRV52503,44000.0,5340.0,3.8,5.0,18110.0,360.0,1.8076923076923077,52.0,0
PRV52504,112200.0,14952.0,4.142857142857143,14.0,1520.0,0.0,1.6111111111111112,18.0,1
PRV52506,0.0,0.0,0.0,0.0,1910.0,0.0,2.625,8.0,0
PRV52507,0.0,0.0,0.0,0.0,4130.0,0.0,0.0,13.0,0
PRV52508,23000.0,2136.0,7.0,2.0,4760.0,30.0,1.5,18.0,0
PRV52509,96000.0,6408.0,5.166666666666667,6.0,11460.0,160.0,0.0,34.0,0
PRV52510,0.0,0.0,0.0,0.0,3470.0,100.0,0.0,20.0,0
PRV52511,675200.0,79032.0,6.32,75.0,28200.0,330.0,1.0869565217391304,115.0,1
PRV52512,0.0,0.0,0.0,0.0,1000.0,0.0,1.5384615384615385,13.0,0
PRV52513,0.0,0.0,0.0,0.0,3470.0,0.0,0.0,13.0,0
PRV52514,0.0,0.0,0.0,0.0,2140.0,60.0,2.5,8.0,0
PRV52515,0.0,0.0,0.0,0.0,1980.0,40.0,0.0,8.0,0
PRV52517,0.0,0.0,0.0,0.0,6020.0,50.0,0.0,19.0,0
PRV52518,57000.0,1068.0,17.0,1.0,7050.0,100.0,1.6470588235294117,34.0,0
PRV52519,98000.0,6408.0,7.333333333333333,6.0,23740.0,240.0,2.0350877192982457,57.0,0
PRV52520,0.0,0.0,0.0,0.0,11230.0,160.0,1.4745762711864407,59.0,0
PRV52521,0.0,0.0,0.0,0.0,11380.0,140.0,0.6417910447761194,67.0,0
PRV52523,0.0,0.0,0.0,0.0,450.0,0.0,0.0,2.0,0
PRV52525,0.0,0.0,0.0,0.0,150.0,0.0,0.0,2.0,0
PRV52526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV52527,0.0,0.0,0.0,0.0,32740.0,380.0,2.25,84.0,0
PRV52528,0.0,0.0,0.0,0.0,4900.0,0.0,0.5714285714285714,14.0,0
PRV52529,0.0,0.0,0.0,0.0,230.0,0.0,0.0,3.0,0
PRV52530,3000.0,1068.0,6.0,1.0,650.0,0.0,3.5,4.0,0
PRV52531,0.0,0.0,0.0,0.0,520.0,30.0,3.3333333333333335,3.0,0
PRV52532,0.0,0.0,0.0,0.0,1980.0,60.0,0.4166666666666667,12.0,0
PRV52533,0.0,0.0,0.0,0.0,5120.0,80.0,0.36363636363636365,22.0,0
PRV52535,0.0,0.0,0.0,0.0,1840.0,90.0,0.0,12.0,0
PRV52536,14000.0,1068.0,8.0,1.0,0.0,0.0,0.0,0.0,0
PRV52537,57000.0,1068.0,19.0,1.0,0.0,0.0,0.0,0.0,0
PRV52539,0.0,0.0,0.0,0.0,3270.0,100.0,2.3,10.0,0
PRV52540,0.0,0.0,0.0,0.0,2470.0,0.0,0.0,4.0,0
PRV52541,41000.0,5340.0,6.4,5.0,0.0,0.0,0.0,0.0,0
PRV52542,0.0,0.0,0.0,0.0,7060.0,50.0,0.9032258064516129,31.0,0
PRV52543,0.0,0.0,0.0,0.0,28740.0,410.0,1.380952380952381,105.0,0
PRV52544,34000.0,6408.0,3.8333333333333335,6.0,0.0,0.0,0.0,0.0,0
PRV52545,0.0,0.0,0.0,0.0,880.0,0.0,2.2222222222222223,9.0,0
PRV52547,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0
PRV52548,37000.0,5340.0,4.6,5.0,740.0,0.0,1.6,5.0,0
PRV52549,39000.0,6408.0,8.5,6.0,41300.0,550.0,3.8653846153846154,104.0,0
PRV52551,0.0,0.0,0.0,0.0,520.0,0.0,2.0,4.0,0
PRV52552,107000.0,11748.0,5.363636363636363,11.0,5000.0,0.0,0.88,25.0,0
PRV52553,60000.0,4272.0,8.25,4.0,2120.0,0.0,0.0,3.0,0
PRV52554,0.0,0.0,0.0,0.0,1000.0,0.0,2.875,8.0,0
PRV52555,0.0,0.0,0.0,0.0,3480.0,0.0,4.0,5.0,0
PRV52556,447000.0,48060.0,4.369565217391305,46.0,9800.0,180.0,0.9333333333333333,45.0,0
PRV52557,0.0,0.0,0.0,0.0,840.0,0.0,2.5,8.0,0
PRV52558,0.0,0.0,0.0,0.0,84610.0,940.0,1.4801324503311257,302.0,0
PRV52559,0.0,0.0,0.0,0.0,50920.0,290.0,1.9090909090909092,198.0,0
PRV52560,0.0,0.0,0.0,0.0,97500.0,880.0,1.4492307692307693,325.0,0
PRV52561,0.0,0.0,0.0,0.0,79440.0,440.0,1.5,180.0,0
PRV52562,72000.0,5340.0,4.5,6.0,13560.0,0.0,1.3617021276595744,47.0,0
PRV52563,0.0,0.0,0.0,0.0,113070.0,600.0,2.0638977635782747,313.0,0
PRV52564,35000.0,5340.0,3.4,5.0,2570.0,20.0,1.6666666666666667,12.0,0
PRV52565,109000.0,11748.0,3.909090909090909,11.0,28400.0,390.0,2.4782608695652173,92.0,0
PRV52566,219400.0,23496.0,6.2727272727272725,22.0,21270.0,200.0,0.7662337662337663,77.0,0
PRV52567,0.0,0.0,0.0,0.0,6600.0,400.0,1.6666666666666667,42.0,0
PRV52568,0.0,0.0,0.0,0.0,7170.0,160.0,0.44,50.0,0
PRV52570,62000.0,8544.0,7.125,8.0,6000.0,0.0,1.75,12.0,0
PRV52571,0.0,0.0,0.0,0.0,107320.0,930.0,1.6728395061728396,324.0,0
PRV52572,0.0,0.0,0.0,0.0,4100.0,0.0,20.0,2.0,0
PRV52573,0.0,0.0,0.0,0.0,103460.0,800.0,1.7209302325581395,387.0,0
PRV52574,1498900.0,153792.0,5.363013698630137,146.0,25500.0,170.0,1.5402298850574712,87.0,1
PRV52575,0.0,0.0,0.0,0.0,17450.0,100.0,2.857142857142857,42.0,0
PRV52576,42000.0,3204.0,4.333333333333333,3.0,6300.0,0.0,1.25,16.0,0
PRV52577,0.0,0.0,0.0,0.0,2050.0,0.0,3.857142857142857,7.0,0
PRV52578,348000.0,38448.0,6.081081081081081,37.0,4570.0,0.0,0.2,10.0,1
PRV52579,0.0,0.0,0.0,0.0,330.0,100.0,0.0,5.0,0
PRV52580,0.0,0.0,0.0,0.0,4390.0,0.0,0.5384615384615384,26.0,0
PRV52581,0.0,0.0,0.0,0.0,25920.0,130.0,1.5252525252525253,99.0,0
PRV52582,190000.0,20292.0,6.2631578947368425,19.0,1020.0,0.0,0.0,4.0,0
PRV52583,196000.0,26700.0,5.884615384615385,26.0,24720.0,390.0,1.4838709677419355,124.0,0
PRV52584,45000.0,3204.0,11.333333333333334,3.0,9290.0,70.0,2.6842105263157894,38.0,0
PRV52586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PRV52587,0.0,0.0,0.0,0.0,20680.0,120.0,2.085714285714286,70.0,0
PRV52588,167000.0,18156.0,4.0588235294117645,17.0,6440.0,0.0,4.055555555555555,18.0,0
PRV52589,723800.0,85440.0,5.419753086419753,81.0,73590.0,770.0,1.2352941176470589,221.0,1
PRV52590,1204050.0,121752.0,5.139130434782609,115.0,15510.0,170.0,1.5593220338983051,59.0,1
PRV52591,0.0,0.0,0.0,0.0,11430.0,440.0,1.2,30.0,0
PRV52592,56000.0,7476.0,4.285714285714286,7.0,2500.0,0.0,6.666666666666667,6.0,0
PRV52593,0.0,0.0,0.0,0.0,104550.0,890.0,1.21760391198044,409.0,1
PRV52596,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0
PRV52598,0.0,0.0,0.0,0.0,6510.0,30.0,0.0,25.0,0
PRV52599,0.0,0.0,0.0,0.0,67440.0,780.0,2.7934782608695654,184.0,0
PRV52602,84000.0,8544.0,3.5555555555555554,9.0,10590.0,50.0,1.3095238095238095,42.0,0
PRV52604,0.0,0.0,0.0,0.0,3490.0,0.0,0.0,6.0,0
PRV52605,0.0,0.0,0.0,0.0,170230.0,1730.0,1.4765625,640.0,0
PRV52606,0.0,0.0,0.0,0.0,9070.0,240.0,1.173913043478261,23.0,0
PRV52607,0.0,0.0,0.0,0.0,3300.0,0.0,0.0,1.0,0
PRV52608,3000.0,1068.0,3.0,1.0,0.0,0.0,0.0,0.0,0
PRV52609,58000.0,5340.0,5.8,5.0,21650.0,180.0,0.550561797752809,89.0,1
PRV52610,3000.0,1068.0,1.0,1.0,4600.0,30.0,1.8181818181818181,11.0,0
PRV52611,80000.0,9612.0,5.444444444444445,9.0,1560.0,0.0,0.0,4.0,0
PRV52614,0.0,0.0,0.0,0.0,17200.0,0.0,0.8840579710144928,69.0,0
PRV52615,18000.0,2136.0,4.0,2.0,450.0,0.0,5.0,4.0,0
PRV52616,0.0,0.0,0.0,0.0,3910.0,0.0,1.125,8.0,0
PRV52617,349000.0,43788.0,5.357142857142857,42.0,46130.0,210.0,1.6115107913669064,139.0,0
PRV52621,176000.0,24564.0,5.916666666666667,24.0,3730.0,90.0,1.5333333333333334,15.0,0
PRV52622,16000.0,4272.0,1.75,4.0,1010.0,0.0,6.666666666666667,3.0,0
PRV52623,147000.0,10680.0,7.9,10.0,39120.0,220.0,1.0,142.0,0
PRV52626,0.0,0.0,0.0,0.0,560.0,0.0,0.0,3.0,0
PRV52627,46000.0,3204.0,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,0
PRV52628,0.0,0.0,0.0,0.0,378980.0,4120.0,1.6716529543754675,1337.0,1
PRV52629,0.0,0.0,0.0,0.0,9590.0,90.0,0.8958333333333334,48.0,0
PRV52630,774400.0,91848.0,5.137931034482759,87.0,81700.0,820.0,1.9425287356321839,261.0,1
PRV52631,0.0,0.0,0.0,0.0,208180.0,1240.0,1.2466367713004485,669.0,0
PRV52633,0.0,0.0,0.0,0.0,72570.0,770.0,1.5643939393939394,264.0,0
PRV52634,420400.0,60876.0,6.913793103448276,58.0,3000.0,0.0,0.9444444444444444,18.0,0
PRV52636,0.0,0.0,0.0,0.0,1350.0,120.0,1.5384615384615385,13.0,0
PRV52638,0.0,0.0,0.0,0.0,400.0,0.0,0.0,1.0,0
PRV52639,0.0,0.0,0.0,0.0,8760.0,70.0,3.161290322580645,31.0,0
PRV52640,0.0,0.0,0.0,0.0,8540.0,90.0,0.8478260869565217,46.0,0
PRV52641,164000.0,22428.0,5.285714285714286,21.0,11350.0,50.0,1.803921568627451,51.0,0
PRV52642,1252000.0,152724.0,5.335616438356165,146.0,60770.0,600.0,1.8450704225352113,213.0,1
PRV52643,0.0,0.0,0.0,0.0,1390.0,0.0,2.3333333333333335,6.0,0
PRV52644,64000.0,9612.0,4.444444444444445,9.0,1660.0,0.0,3.3333333333333335,12.0,0
PRV52645,0.0,0.0,0.0,0.0,77330.0,1110.0,1.4068441064638784,263.0,0
PRV52646,292000.0,35244.0,5.9411764705882355,34.0,9750.0,60.0,2.0408163265306123,49.0,0
PRV52647,50000.0,7476.0,3.857142857142857,7.0,7620.0,100.0,0.6,35.0,0
PRV52648,0.0,0.0,0.0,0.0,172720.0,780.0,1.7406749555950267,563.0,1
PRV52649,0.0,0.0,0.0,0.0,364160.0,3660.0,1.5352635486265775,1347.0,1
PRV52651,33000.0,3204.0,3.6666666666666665,3.0,90.0,0.0,0.0,1.0,0
PRV52652,0.0,0.0,0.0,0.0,119870.0,1710.0,1.4774193548387098,465.0,1
PRV52653,68000.0,4272.0,11.0,4.0,830.0,0.0,0.125,8.0,0
PRV52654,453700.0,59808.0,4.793103448275862,58.0,17450.0,90.0,1.6615384615384616,65.0,0
PRV52656,0.0,0.0,0.0,0.0,139970.0,1220.0,1.4384133611691023,479.0,0
PRV52657,0.0,0.0,0.0,0.0,24730.0,350.0,0.532608695652174,92.0,0
PRV52658,0.0,0.0,0.0,0.0,14410.0,20.0,2.8666666666666667,30.0,0
PRV52659,0.0,0.0,0.0,0.0,2810.0,20.0,1.1111111111111112,18.0,0
PRV52660,0.0,0.0,0.0,0.0,93840.0,1240.0,1.1178082191780823,365.0,0
PRV52661,0.0,0.0,0.0,0.0,46770.0,330.0,1.48125,160.0,0
PRV52662,11000.0,2136.0,3.5,2.0,860.0,0.0,2.0,12.0,0
PRV52663,0.0,0.0,0.0,0.0,125940.0,1110.0,1.077720207253886,386.0,0
PRV52665,0.0,0.0,0.0,0.0,75800.0,990.0,1.247282608695652,368.0,0
PRV52666,0.0,0.0,0.0,0.0,8310.0,70.0,2.5,30.0,0
PRV52667,0.0,0.0,0.0,0.0,120.0,0.0,0.0,2.0,0
PRV52668,0.0,0.0,0.0,0.0,200.0,0.0,1.0,1.0,0
PRV52669,0.0,0.0,0.0,0.0,300.0,0.0,0.0,1.0,0
PRV52670,0.0,0.0,0.0,0.0,340.0,0.0,0.0,7.0,0
PRV52671,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0
PRV52672,0.0,0.0,0.0,0.0,320.0,0.0,0.0,2.0,0
PRV52673,0.0,0.0,0.0,0.0,15760.0,330.0,1.3770491803278688,61.0,0
PRV52674,0.0,0.0,0.0,0.0,730.0,0.0,0.0,2.0,0
PRV52676,0.0,0.0,0.0,0.0,7980.0,0.0,0.27586206896551724,29.0,0
PRV52677,0.0,0.0,0.0,0.0,140.0,0.0,0.0,2.0,0
PRV52678,0.0,0.0,0.0,0.0,14290.0,70.0,2.30188679245283,53.0,0
PRV52679,0.0,0.0,0.0,0.0,9400.0,0.0,3.1538461538461537,26.0,0
PRV52681,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0
PRV52683,0.0,0.0,0.0,0.0,20780.0,0.0,1.118421052631579,76.0,0
PRV52684,66000.0,5340.0,9.6,5.0,44430.0,170.0,1.5172413793103448,116.0,0
PRV52686,0.0,0.0,0.0,0.0,1030.0,0.0,5.0,8.0,0
PRV52687,56000.0,6408.0,4.666666666666667,6.0,1970.0,0.0,2.4583333333333335,24.0,0
PRV52688,99000.0,6408.0,5.833333333333333,6.0,8830.0,150.0,1.7666666666666666,30.0,0
PRV52689,0.0,0.0,0.0,0.0,560.0,100.0,0.0,8.0,0
PRV52690,0.0,0.0,0.0,0.0,45480.0,680.0,2.789473684210526,76.0,1
PRV52691,20000.0,3204.0,6.0,3.0,1430.0,110.0,4.0,7.0,0
PRV52692,0.0,0.0,0.0,0.0,5180.0,220.0,2.0,20.0,0
PRV52693,0.0,0.0,0.0,0.0,3840.0,0.0,2.857142857142857,7.0,0
PRV52694,0.0,0.0,0.0,0.0,10.0,0.0,20.0,1.0,0
PRV52695,0.0,0.0,0.0,0.0,110.0,0.0,0.0,3.0,0
PRV52696,96000.0,3204.0,7.0,3.0,0.0,0.0,0.0,0.0,0
PRV52697,0.0,0.0,0.0,0.0,620.0,0.0,0.0,4.0,0
PRV52698,7000.0,1068.0,2.0,1.0,22270.0,360.0,0.8681318681318682,91.0,0
PRV52699,9000.0,1068.0,3.0,1.0,4000.0,0.0,2.75,8.0,0
PRV52700,0.0,0.0,0.0,0.0,9600.0,100.0,2.4782608695652173,23.0,0
PRV52701,0.0,0.0,0.0,0.0,12690.0,210.0,0.75,52.0,0
PRV52702,0.0,0.0,0.0,0.0,4360.0,40.0,1.8125,16.0,0
PRV52703,0.0,0.0,0.0,0.0,2400.0,90.0,2.0,2.0,0
PRV52704,0.0,0.0,0.0,0.0,24700.0,420.0,0.7087378640776699,103.0,0
PRV52706,25000.0,2136.0,18.5,2.0,6320.0,0.0,4.647058823529412,17.0,0
